1000 тестов каждого вида выборок, выборки генерируются заново в цикле
 №   | выборка, чел | последовательно | параллельно   | разность, сек | %
 2843| 10000        | 0,0010491       | 0,0009170     | 0,0001321     | -12,6 
 2844| 10000        | 0,0009355       | 0,0009876     | -0,0000521    |  5,6 
 2845| 10000        | 0,0009492       | 0,0009145     | 0,0000347     | -3,7 
 2846| 10000        | 0,0009549       | 0,0009479     | 0,0000070     | -0,7 
 2847| 10000        | 0,0009519       | 0,0008692     | 0,0000827     | -8,7 
 2848| 10000        | 0,0009696       | 0,0009518     | 0,0000178     | -1,8 
 2849| 10000        | 0,0009432       | 0,0008953     | 0,0000479     | -5,1 
 2850| 10000        | 0,0009425       | 0,0009397     | 0,0000028     | -0,3 
 2851| 10000        | 0,0009352       | 0,0008912     | 0,0000440     | -4,7 
 2852| 10000        | 0,0009398       | 0,0009048     | 0,0000350     | -3,7 
 2853| 10000        | 0,0009403       | 0,0008985     | 0,0000418     | -4,4 
 2854| 10000        | 0,0009443       | 0,0008460     | 0,0000983     | -10,4 
 2855| 10000        | 0,0009409       | 0,0008875     | 0,0000534     | -5,7 
 2856| 10000        | 0,0009310       | 0,0008987     | 0,0000323     | -3,5 
 2857| 10000        | 0,0010326       | 0,0008158     | 0,0002168     | -21,0 
 2858| 10000        | 0,0010499       | 0,0008585     | 0,0001914     | -18,2 
 2859| 10000        | 0,0009264       | 0,0009480     | -0,0000216    |  2,3 
 2860| 10000        | 0,0009516       | 0,0008159     | 0,0001357     | -14,3 
 2861| 10000        | 0,0009388       | 0,0009415     | -0,0000027    |  0,3 
 2862| 10000        | 0,0009259       | 0,0008621     | 0,0000638     | -6,9 
 2863| 10000        | 0,0010174       | 0,0008964     | 0,0001210     | -11,9 
 2864| 10000        | 0,0009389       | 0,0009027     | 0,0000362     | -3,9 
 2865| 10000        | 0,0009482       | 0,0009184     | 0,0000298     | -3,1 
 2866| 10000        | 0,0009430       | 0,0008808     | 0,0000622     | -6,6 
 2867| 10000        | 0,0009923       | 0,0009738     | 0,0000185     | -1,9 
 2868| 10000        | 0,0012324       | 0,0010308     | 0,0002016     | -16,4 
 2869| 10000        | 0,0012281       | 0,0008471     | 0,0003810     | -31,0 
 2870| 10000        | 0,0009700       | 0,0008277     | 0,0001423     | -14,7 
 2871| 10000        | 0,0009736       | 0,0008804     | 0,0000932     | -9,6 
 2872| 10000        | 0,0009418       | 0,0009624     | -0,0000206    |  2,2 
 2873| 10000        | 0,0009422       | 0,0008540     | 0,0000882     | -9,4 
 2874| 10000        | 0,0009645       | 0,0008088     | 0,0001557     | -16,1 
 2875| 10000        | 0,0009375       | 0,0009518     | -0,0000143    |  1,5 
 2876| 10000        | 0,0009372       | 0,0008518     | 0,0000854     | -9,1 
 2877| 10000        | 0,0009355       | 0,0009415     | -0,0000060    |  0,6 
 2878| 10000        | 0,0009413       | 0,0008151     | 0,0001262     | -13,4 
 2879| 10000        | 0,0009399       | 0,0008889     | 0,0000510     | -5,4 
 2880| 10000        | 0,0009516       | 0,0008557     | 0,0000959     | -10,1 
 2881| 10000        | 0,0009617       | 0,0008956     | 0,0000661     | -6,9 
 2882| 10000        | 0,0009416       | 0,0008386     | 0,0001030     | -10,9 
 2883| 10000        | 0,0009373       | 0,0008806     | 0,0000567     | -6,0 
 2884| 10000        | 0,0009416       | 0,0009282     | 0,0000134     | -1,4 
 2885| 10000        | 0,0009602       | 0,0009088     | 0,0000514     | -5,4 
 2886| 10000        | 0,0009539       | 0,0009141     | 0,0000398     | -4,2 
 2887| 10000        | 0,0009428       | 0,0009011     | 0,0000417     | -4,4 
 2888| 10000        | 0,0009547       | 0,0009173     | 0,0000374     | -3,9 
 2889| 10000        | 0,0009435       | 0,0008486     | 0,0000949     | -10,1 
 2890| 10000        | 0,0009335       | 0,0008430     | 0,0000905     | -9,7 
 2891| 10000        | 0,0009195       | 0,0009092     | 0,0000103     | -1,1 
 2892| 10000        | 0,0009529       | 0,0010212     | -0,0000683    |  7,2 
 2893| 10000        | 0,0009321       | 0,0008831     | 0,0000490     | -5,3 
 2894| 10000        | 0,0009338       | 0,0008669     | 0,0000669     | -7,2 
 2895| 10000        | 0,0009653       | 0,0009230     | 0,0000423     | -4,4 
 2896| 10000        | 0,0009476       | 0,0009565     | -0,0000089    |  0,9 
 2897| 10000        | 0,0009301       | 0,0008729     | 0,0000572     | -6,1 
 2898| 10000        | 0,0009411       | 0,0008257     | 0,0001154     | -12,3 
 2899| 10000        | 0,0009550       | 0,0009227     | 0,0000323     | -3,4 
 2900| 10000        | 0,0009451       | 0,0009172     | 0,0000279     | -3,0 
 2901| 10000        | 0,0009520       | 0,0008968     | 0,0000552     | -5,8 
 2902| 10000        | 0,0009639       | 0,0010312     | -0,0000673    |  7,0 
 2903| 10000        | 0,0009385       | 0,0009235     | 0,0000150     | -1,6 
 2904| 10000        | 0,0009530       | 0,0008434     | 0,0001096     | -11,5 
 2905| 10000        | 0,0009289       | 0,0009345     | -0,0000056    |  0,6 
 2906| 10000        | 0,0010135       | 0,0008067     | 0,0002068     | -20,4 
 2907| 10000        | 0,0009401       | 0,0009002     | 0,0000399     | -4,2 
 2908| 10000        | 0,0009361       | 0,0008812     | 0,0000549     | -5,9 
 2909| 10000        | 0,0009211       | 0,0009246     | -0,0000035    |  0,4 
 2910| 10000        | 0,0009538       | 0,0008963     | 0,0000575     | -6,0 
 2911| 10000        | 0,0009501       | 0,0009616     | -0,0000115    |  1,2 
 2912| 10000        | 0,0009337       | 0,0009439     | -0,0000102    |  1,1 
 2913| 10000        | 0,0009510       | 0,0009139     | 0,0000371     | -3,9 
 2914| 10000        | 0,0009549       | 0,0009261     | 0,0000288     | -3,0 
 2915| 10000        | 0,0009496       | 0,0008664     | 0,0000832     | -8,8 
 2916| 10000        | 0,0009433       | 0,0008970     | 0,0000463     | -4,9 
 2917| 10000        | 0,0009408       | 0,0009114     | 0,0000294     | -3,1 
 2918| 10000        | 0,0009427       | 0,0009008     | 0,0000419     | -4,4 
 2919| 10000        | 0,0009519       | 0,0008561     | 0,0000958     | -10,1 
 2920| 10000        | 0,0008952       | 0,0008751     | 0,0000201     | -2,2 
 2921| 10000        | 0,0009396       | 0,0009434     | -0,0000038    |  0,4 
 2922| 10000        | 0,0009341       | 0,0008836     | 0,0000505     | -5,4 
 2923| 10000        | 0,0009381       | 0,0009090     | 0,0000291     | -3,1 
 2924| 10000        | 0,0009306       | 0,0008842     | 0,0000464     | -5,0 
 2925| 10000        | 0,0009391       | 0,0008923     | 0,0000468     | -5,0 
 2926| 10000        | 0,0009260       | 0,0009156     | 0,0000104     | -1,1 
 2927| 10000        | 0,0009370       | 0,0009163     | 0,0000207     | -2,2 
 2928| 10000        | 0,0009450       | 0,0008968     | 0,0000482     | -5,1 
 2929| 10000        | 0,0009425       | 0,0009221     | 0,0000204     | -2,2 
 2930| 10000        | 0,0009479       | 0,0008831     | 0,0000648     | -6,8 
 2931| 10000        | 0,0009593       | 0,0008781     | 0,0000812     | -8,5 
 2932| 10000        | 0,0009430       | 0,0009183     | 0,0000247     | -2,6 
 2933| 10000        | 0,0009542       | 0,0010087     | -0,0000545    |  5,7 
 2934| 10000        | 0,0009336       | 0,0009423     | -0,0000087    |  0,9 
 2935| 10000        | 0,0009445       | 0,0009219     | 0,0000226     | -2,4 
 2936| 10000        | 0,0009522       | 0,0008358     | 0,0001164     | -12,2 
 2937| 10000        | 0,0009570       | 0,0008557     | 0,0001013     | -10,6 
 2938| 10000        | 0,0009397       | 0,0009160     | 0,0000237     | -2,5 
 2939| 10000        | 0,0009547       | 0,0009310     | 0,0000237     | -2,5 
 2940| 10000        | 0,0009316       | 0,0009594     | -0,0000278    |  3,0 
 2941| 10000        | 0,0009526       | 0,0010106     | -0,0000580    |  6,1 
 2942| 10000        | 0,0009538       | 0,0009569     | -0,0000031    |  0,3 
 2943| 10000        | 0,0009427       | 0,0009408     | 0,0000019     | -0,2 
 2944| 10000        | 0,0009575       | 0,0009307     | 0,0000268     | -2,8 
 2945| 10000        | 0,0009454       | 0,0008786     | 0,0000668     | -7,1 
 2946| 10000        | 0,0009373       | 0,0009060     | 0,0000313     | -3,3 
 2947| 10000        | 0,0010025       | 0,0009329     | 0,0000696     | -6,9 
 2948| 10000        | 0,0009478       | 0,0009281     | 0,0000197     | -2,1 
 2949| 10000        | 0,0009335       | 0,0009005     | 0,0000330     | -3,5 
 2950| 10000        | 0,0009339       | 0,0008946     | 0,0000393     | -4,2 
 2951| 10000        | 0,0009469       | 0,0009945     | -0,0000476    |  5,0 
 2952| 10000        | 0,0009416       | 0,0008932     | 0,0000484     | -5,1 
 2953| 10000        | 0,0009418       | 0,0008319     | 0,0001099     | -11,7 
 2954| 10000        | 0,0009670       | 0,0008313     | 0,0001357     | -14,0 
 2955| 10000        | 0,0009483       | 0,0008999     | 0,0000484     | -5,1 
 2956| 10000        | 0,0009378       | 0,0009206     | 0,0000172     | -1,8 
 2957| 10000        | 0,0009258       | 0,0009173     | 0,0000085     | -0,9 
 2958| 10000        | 0,0009594       | 0,0008523     | 0,0001071     | -11,2 
 2959| 10000        | 0,0009368       | 0,0008069     | 0,0001299     | -13,9 
 2960| 10000        | 0,0009506       | 0,0008089     | 0,0001417     | -14,9 
 2961| 10000        | 0,0009494       | 0,0009504     | -0,0000010    |  0,1 
 2962| 10000        | 0,0009443       | 0,0008931     | 0,0000512     | -5,4 
 2963| 10000        | 0,0009418       | 0,0009156     | 0,0000262     | -2,8 
 2964| 10000        | 0,0009365       | 0,0008115     | 0,0001250     | -13,3 
 2965| 10000        | 0,0009506       | 0,0009668     | -0,0000162    |  1,7 
 2966| 10000        | 0,0009295       | 0,0009059     | 0,0000236     | -2,5 
 2967| 10000        | 0,0009245       | 0,0009200     | 0,0000045     | -0,5 
 2968| 10000        | 0,0010014       | 0,0008387     | 0,0001627     | -16,2 
 2969| 10000        | 0,0009471       | 0,0009431     | 0,0000040     | -0,4 
 2970| 10000        | 0,0009675       | 0,0009397     | 0,0000278     | -2,9 
 2971| 10000        | 0,0009424       | 0,0008583     | 0,0000841     | -8,9 
 2972| 10000        | 0,0009498       | 0,0008511     | 0,0000987     | -10,4 
 2973| 10000        | 0,0009454       | 0,0008913     | 0,0000541     | -5,7 
 2974| 10000        | 0,0009567       | 0,0009335     | 0,0000232     | -2,4 
 2975| 10000        | 0,0010525       | 0,0008894     | 0,0001631     | -15,5 
 2976| 10000        | 0,0009515       | 0,0009199     | 0,0000316     | -3,3 
 2977| 10000        | 0,0009885       | 0,0011627     | -0,0001742    | 17,6 
 2978| 10000        | 0,0009439       | 0,0009305     | 0,0000134     | -1,4 
 2979| 10000        | 0,0009344       | 0,0009087     | 0,0000257     | -2,8 
 2980| 10000        | 0,0009437       | 0,0008532     | 0,0000905     | -9,6 
 2981| 10000        | 0,0009628       | 0,0009205     | 0,0000423     | -4,4 
 2982| 10000        | 0,0009394       | 0,0008426     | 0,0000968     | -10,3 
 2983| 10000        | 0,0009306       | 0,0009619     | -0,0000313    |  3,4 
 2984| 10000        | 0,0009416       | 0,0009744     | -0,0000328    |  3,5 
 2985| 10000        | 0,0009573       | 0,0009136     | 0,0000437     | -4,6 
 2986| 10000        | 0,0009446       | 0,0008850     | 0,0000596     | -6,3 
 2987| 10000        | 0,0009406       | 0,0009476     | -0,0000070    |  0,7 
 2988| 10000        | 0,0009473       | 0,0010205     | -0,0000732    |  7,7 
 2989| 10000        | 0,0009481       | 0,0009048     | 0,0000433     | -4,6 
 2990| 10000        | 0,0009500       | 0,0009052     | 0,0000448     | -4,7 
 2991| 10000        | 0,0009490       | 0,0009154     | 0,0000336     | -3,5 
 2992| 10000        | 0,0009580       | 0,0009322     | 0,0000258     | -2,7 
 2993| 10000        | 0,0009413       | 0,0009291     | 0,0000122     | -1,3 
 2994| 10000        | 0,0009404       | 0,0009031     | 0,0000373     | -4,0 
 2995| 10000        | 0,0009446       | 0,0009204     | 0,0000242     | -2,6 
 2996| 10000        | 0,0009497       | 0,0008503     | 0,0000994     | -10,5 
 2997| 10000        | 0,0009429       | 0,0009399     | 0,0000030     | -0,3 
 2998| 10000        | 0,0009601       | 0,0009371     | 0,0000230     | -2,4 
 2999| 10000        | 0,0009508       | 0,0009205     | 0,0000303     | -3,2 
 3000| 10000        | 0,0009329       | 0,0008191     | 0,0001138     | -12,2 
 3001| 100000       | 0,0113178       | 0,0081904     | 0,0031274     | -27,6 
 3002| 100000       | 0,0102056       | 0,0049534     | 0,0052522     | -51,5 
 3003| 100000       | 0,0114839       | 0,0068733     | 0,0046106     | -40,1 
 3004| 100000       | 0,0115458       | 0,0071787     | 0,0043671     | -37,8 
 3005| 100000       | 0,0115806       | 0,0065115     | 0,0050691     | -43,8 
 3006| 100000       | 0,0117745       | 0,0048948     | 0,0068797     | -58,4 
 3007| 100000       | 0,0115515       | 0,0079279     | 0,0036236     | -31,4 
 3008| 100000       | 0,0114538       | 0,0081747     | 0,0032791     | -28,6 
 3009| 100000       | 0,0116786       | 0,0069510     | 0,0047276     | -40,5 
 3010| 100000       | 0,0118850       | 0,0050270     | 0,0068580     | -57,7 
 3011| 100000       | 0,0117581       | 0,0047344     | 0,0070237     | -59,7 
 3012| 100000       | 0,0107441       | 0,0044126     | 0,0063315     | -58,9 
 3013| 100000       | 0,0114185       | 0,0049058     | 0,0065127     | -57,0 
 3014| 100000       | 0,0115115       | 0,0051030     | 0,0064085     | -55,7 
 3015| 100000       | 0,0115030       | 0,0047935     | 0,0067095     | -58,3 
 3016| 100000       | 0,0114225       | 0,0048951     | 0,0065274     | -57,1 
 3017| 100000       | 0,0116659       | 0,0049029     | 0,0067630     | -58,0 
 3018| 100000       | 0,0116762       | 0,0051360     | 0,0065402     | -56,0 
 3019| 100000       | 0,0116541       | 0,0050615     | 0,0065926     | -56,6 
 3020| 100000       | 0,0115288       | 0,0054823     | 0,0060465     | -52,4 
 3021| 100000       | 0,0117541       | 0,0053628     | 0,0063913     | -54,4 
 3022| 100000       | 0,0115409       | 0,0049908     | 0,0065501     | -56,8 
 3023| 100000       | 0,0113818       | 0,0051644     | 0,0062174     | -54,6 
 3024| 100000       | 0,0116117       | 0,0052117     | 0,0064000     | -55,1 
 3025| 100000       | 0,0117101       | 0,0049232     | 0,0067869     | -58,0 
 3026| 100000       | 0,0118577       | 0,0067210     | 0,0051367     | -43,3 
 3027| 100000       | 0,0117632       | 0,0050385     | 0,0067247     | -57,2 
 3028| 100000       | 0,0115287       | 0,0050391     | 0,0064896     | -56,3 
 3029| 100000       | 0,0116735       | 0,0052565     | 0,0064170     | -55,0 
 3030| 100000       | 0,0115718       | 0,0050455     | 0,0065263     | -56,4 
 3031| 100000       | 0,0163388       | 0,0030599     | 0,0132789     | -81,3 
 3032| 100000       | 0,0114333       | 0,0049215     | 0,0065118     | -57,0 
 3033| 100000       | 0,0124157       | 0,0051740     | 0,0072417     | -58,3 
 3034| 100000       | 0,0119340       | 0,0051788     | 0,0067552     | -56,6 
 3035| 100000       | 0,0114683       | 0,0049575     | 0,0065108     | -56,8 
 3036| 100000       | 0,0116272       | 0,0049217     | 0,0067055     | -57,7 
 3037| 100000       | 0,0114569       | 0,0055160     | 0,0059409     | -51,9 
 3038| 100000       | 0,0115195       | 0,0048657     | 0,0066538     | -57,8 
 3039| 100000       | 0,0113141       | 0,0050512     | 0,0062629     | -55,4 
 3040| 100000       | 0,0114966       | 0,0052783     | 0,0062183     | -54,1 
 3041| 100000       | 0,0092356       | 0,0037917     | 0,0054439     | -58,9 
 3042| 100000       | 0,0113136       | 0,0052074     | 0,0061062     | -54,0 
 3043| 100000       | 0,0114684       | 0,0051003     | 0,0063681     | -55,5 
 3044| 100000       | 0,0114788       | 0,0049238     | 0,0065550     | -57,1 
 3045| 100000       | 0,0112866       | 0,0053619     | 0,0059247     | -52,5 
 3046| 100000       | 0,0119695       | 0,0051165     | 0,0068530     | -57,3 
 3047| 100000       | 0,0114725       | 0,0048907     | 0,0065818     | -57,4 
 3048| 100000       | 0,0113623       | 0,0051704     | 0,0061919     | -54,5 
 3049| 100000       | 0,0114273       | 0,0051427     | 0,0062846     | -55,0 
 3050| 100000       | 0,0117149       | 0,0049856     | 0,0067293     | -57,4 
 3051| 100000       | 0,0097771       | 0,0043433     | 0,0054338     | -55,6 
 3052| 100000       | 0,0115322       | 0,0050680     | 0,0064642     | -56,1 
 3053| 100000       | 0,0116599       | 0,0050079     | 0,0066520     | -57,1 
 3054| 100000       | 0,0114938       | 0,0049267     | 0,0065671     | -57,1 
 3055| 100000       | 0,0115660       | 0,0050157     | 0,0065503     | -56,6 
 3056| 100000       | 0,0117714       | 0,0050490     | 0,0067224     | -57,1 
 3057| 100000       | 0,0115133       | 0,0049776     | 0,0065357     | -56,8 
 3058| 100000       | 0,0118501       | 0,0050797     | 0,0067704     | -57,1 
 3059| 100000       | 0,0115375       | 0,0050311     | 0,0065064     | -56,4 
 3060| 100000       | 0,0115130       | 0,0049758     | 0,0065372     | -56,8 
 3061| 100000       | 0,0104131       | 0,0048874     | 0,0055257     | -53,1 
 3062| 100000       | 0,0114481       | 0,0050251     | 0,0064230     | -56,1 
 3063| 100000       | 0,0116605       | 0,0059473     | 0,0057132     | -49,0 
 3064| 100000       | 0,0113275       | 0,0057957     | 0,0055318     | -48,8 
 3065| 100000       | 0,0115491       | 0,0049292     | 0,0066199     | -57,3 
 3066| 100000       | 0,0116745       | 0,0050161     | 0,0066584     | -57,0 
 3067| 100000       | 0,0113727       | 0,0053343     | 0,0060384     | -53,1 
 3068| 100000       | 0,0114204       | 0,0049458     | 0,0064746     | -56,7 
 3069| 100000       | 0,0115985       | 0,0047504     | 0,0068481     | -59,0 
 3070| 100000       | 0,0113614       | 0,0059943     | 0,0053671     | -47,2 
 3071| 100000       | 0,0111181       | 0,0047302     | 0,0063879     | -57,5 
 3072| 100000       | 0,0113598       | 0,0051790     | 0,0061808     | -54,4 
 3073| 100000       | 0,0118705       | 0,0047797     | 0,0070908     | -59,7 
 3074| 100000       | 0,0114149       | 0,0051196     | 0,0062953     | -55,1 
 3075| 100000       | 0,0114981       | 0,0049946     | 0,0065035     | -56,6 
 3076| 100000       | 0,0114834       | 0,0052515     | 0,0062319     | -54,3 
 3077| 100000       | 0,0113771       | 0,0048721     | 0,0065050     | -57,2 
 3078| 100000       | 0,0114824       | 0,0050871     | 0,0063953     | -55,7 
 3079| 100000       | 0,0116829       | 0,0048872     | 0,0067957     | -58,2 
 3080| 100000       | 0,0115815       | 0,0092717     | 0,0023098     | -19,9 
 3081| 100000       | 0,0115038       | 0,0050344     | 0,0064694     | -56,2 
 3082| 100000       | 0,0119800       | 0,0048837     | 0,0070963     | -59,2 
 3083| 100000       | 0,0117438       | 0,0051887     | 0,0065551     | -55,8 
 3084| 100000       | 0,0114236       | 0,0050574     | 0,0063662     | -55,7 
 3085| 100000       | 0,0120598       | 0,0049797     | 0,0070801     | -58,7 
 3086| 100000       | 0,0116550       | 0,0050764     | 0,0065786     | -56,4 
 3087| 100000       | 0,0112593       | 0,0053206     | 0,0059387     | -52,7 
 3088| 100000       | 0,0114997       | 0,0052319     | 0,0062678     | -54,5 
 3089| 100000       | 0,0114261       | 0,0049850     | 0,0064411     | -56,4 
 3090| 100000       | 0,0082554       | 0,0033943     | 0,0048611     | -58,9 
 3091| 100000       | 0,0113880       | 0,0049113     | 0,0064767     | -56,9 
 3092| 100000       | 0,0115077       | 0,0050733     | 0,0064344     | -55,9 
 3093| 100000       | 0,0114430       | 0,0049871     | 0,0064559     | -56,4 
 3094| 100000       | 0,0115264       | 0,0049208     | 0,0066056     | -57,3 
 3095| 100000       | 0,0119269       | 0,0049902     | 0,0069367     | -58,2 
 3096| 100000       | 0,0114627       | 0,0051355     | 0,0063272     | -55,2 
 3097| 100000       | 0,0118281       | 0,0048256     | 0,0070025     | -59,2 
 3098| 100000       | 0,0114285       | 0,0049897     | 0,0064388     | -56,3 
 3099| 100000       | 0,0114186       | 0,0050173     | 0,0064013     | -56,1 
 3100| 100000       | 0,0095068       | 0,0038481     | 0,0056587     | -59,5 
 3101| 100000       | 0,0117656       | 0,0048816     | 0,0068840     | -58,5 
 3102| 100000       | 0,0114466       | 0,0049727     | 0,0064739     | -56,6 
 3103| 100000       | 0,0117727       | 0,0049989     | 0,0067738     | -57,5 
 3104| 100000       | 0,0114599       | 0,0051008     | 0,0063591     | -55,5 
 3105| 100000       | 0,0114274       | 0,0051566     | 0,0062708     | -54,9 
 3106| 100000       | 0,0114032       | 0,0050763     | 0,0063269     | -55,5 
 3107| 100000       | 0,0115538       | 0,0054522     | 0,0061016     | -52,8 
 3108| 100000       | 0,0113898       | 0,0048740     | 0,0065158     | -57,2 
 3109| 100000       | 0,0120183       | 0,0049641     | 0,0070542     | -58,7 
 3110| 100000       | 0,0102779       | 0,0042737     | 0,0060042     | -58,4 
 3111| 100000       | 0,0113086       | 0,0051309     | 0,0061777     | -54,6 
 3112| 100000       | 0,0116224       | 0,0048817     | 0,0067407     | -58,0 
 3113| 100000       | 0,0115581       | 0,0049060     | 0,0066521     | -57,6 
 3114| 100000       | 0,0116641       | 0,0049649     | 0,0066992     | -57,4 
 3115| 100000       | 0,0113800       | 0,0049939     | 0,0063861     | -56,1 
 3116| 100000       | 0,0114598       | 0,0051778     | 0,0062820     | -54,8 
 3117| 100000       | 0,0113612       | 0,0051291     | 0,0062321     | -54,9 
 3118| 100000       | 0,0115134       | 0,0048540     | 0,0066594     | -57,8 
 3119| 100000       | 0,0117095       | 0,0052109     | 0,0064986     | -55,5 
 3120| 100000       | 0,0108595       | 0,0047109     | 0,0061486     | -56,6 
 3121| 100000       | 0,0118440       | 0,0050164     | 0,0068276     | -57,6 
 3122| 100000       | 0,0114406       | 0,0051210     | 0,0063196     | -55,2 
 3123| 100000       | 0,0113742       | 0,0053962     | 0,0059780     | -52,6 
 3124| 100000       | 0,0114510       | 0,0049475     | 0,0065035     | -56,8 
 3125| 100000       | 0,0113572       | 0,0050550     | 0,0063022     | -55,5 
 3126| 100000       | 0,0113591       | 0,0051251     | 0,0062340     | -54,9 
 3127| 100000       | 0,0115546       | 0,0050019     | 0,0065527     | -56,7 
 3128| 100000       | 0,0116532       | 0,0048699     | 0,0067833     | -58,2 
 3129| 100000       | 0,0113347       | 0,0050790     | 0,0062557     | -55,2 
 3130| 100000       | 0,0112813       | 0,0048312     | 0,0064501     | -57,2 
 3131| 100000       | 0,0120481       | 0,0050213     | 0,0070268     | -58,3 
 3132| 100000       | 0,0116760       | 0,0051457     | 0,0065303     | -55,9 
 3133| 100000       | 0,0119240       | 0,0053852     | 0,0065388     | -54,8 
 3134| 100000       | 0,0117213       | 0,0050814     | 0,0066399     | -56,6 
 3135| 100000       | 0,0114607       | 0,0050907     | 0,0063700     | -55,6 
 3136| 100000       | 0,0115227       | 0,0051886     | 0,0063341     | -55,0 
 3137| 100000       | 0,0117244       | 0,0050645     | 0,0066599     | -56,8 
 3138| 100000       | 0,0117154       | 0,0048577     | 0,0068577     | -58,5 
 3139| 100000       | 0,0155724       | 0,0031045     | 0,0124679     | -80,1 
 3140| 100000       | 0,0116525       | 0,0048931     | 0,0067594     | -58,0 
 3141| 100000       | 0,0114551       | 0,0050487     | 0,0064064     | -55,9 
 3142| 100000       | 0,0113680       | 0,0048044     | 0,0065636     | -57,7 
 3143| 100000       | 0,0115717       | 0,0054055     | 0,0061662     | -53,3 
 3144| 100000       | 0,0114832       | 0,0050010     | 0,0064822     | -56,4 
 3145| 100000       | 0,0113968       | 0,0050934     | 0,0063034     | -55,3 
 3146| 100000       | 0,0114390       | 0,0050381     | 0,0064009     | -56,0 
 3147| 100000       | 0,0113478       | 0,0049532     | 0,0063946     | -56,4 
 3148| 100000       | 0,0114864       | 0,0053811     | 0,0061053     | -53,2 
 3149| 100000       | 0,0085753       | 0,0036264     | 0,0049489     | -57,7 
 3150| 100000       | 0,0115932       | 0,0048903     | 0,0067029     | -57,8 
 3151| 100000       | 0,0112937       | 0,0061340     | 0,0051597     | -45,7 
 3152| 100000       | 0,0113548       | 0,0054374     | 0,0059174     | -52,1 
 3153| 100000       | 0,0114741       | 0,0050392     | 0,0064349     | -56,1 
 3154| 100000       | 0,0113209       | 0,0049188     | 0,0064021     | -56,6 
 3155| 100000       | 0,0115136       | 0,0048893     | 0,0066243     | -57,5 
 3156| 100000       | 0,0117923       | 0,0049419     | 0,0068504     | -58,1 
 3157| 100000       | 0,0116909       | 0,0048308     | 0,0068601     | -58,7 
 3158| 100000       | 0,0123126       | 0,0063385     | 0,0059741     | -48,5 
 3159| 100000       | 0,0109371       | 0,0042972     | 0,0066399     | -60,7 
 3160| 100000       | 0,0115983       | 0,0056049     | 0,0059934     | -51,7 
 3161| 100000       | 0,0114742       | 0,0049541     | 0,0065201     | -56,8 
 3162| 100000       | 0,0114831       | 0,0049942     | 0,0064889     | -56,5 
 3163| 100000       | 0,0117802       | 0,0051885     | 0,0065917     | -56,0 
 3164| 100000       | 0,0114566       | 0,0049604     | 0,0064962     | -56,7 
 3165| 100000       | 0,0114970       | 0,0049268     | 0,0065702     | -57,1 
 3166| 100000       | 0,0114738       | 0,0050389     | 0,0064349     | -56,1 
 3167| 100000       | 0,0113397       | 0,0049972     | 0,0063425     | -55,9 
 3168| 100000       | 0,0115523       | 0,0047704     | 0,0067819     | -58,7 
 3169| 100000       | 0,0104345       | 0,0047581     | 0,0056764     | -54,4 
 3170| 100000       | 0,0117241       | 0,0051520     | 0,0065721     | -56,1 
 3171| 100000       | 0,0114126       | 0,0049604     | 0,0064522     | -56,5 
 3172| 100000       | 0,0118422       | 0,0047495     | 0,0070927     | -59,9 
 3173| 100000       | 0,0115079       | 0,0049033     | 0,0066046     | -57,4 
 3174| 100000       | 0,0115762       | 0,0050206     | 0,0065556     | -56,6 
 3175| 100000       | 0,0120135       | 0,0051545     | 0,0068590     | -57,1 
 3176| 100000       | 0,0114533       | 0,0049251     | 0,0065282     | -57,0 
 3177| 100000       | 0,0118786       | 0,0049129     | 0,0069657     | -58,6 
 3178| 100000       | 0,0113912       | 0,0048493     | 0,0065419     | -57,4 
 3179| 100000       | 0,0110917       | 0,0046488     | 0,0064429     | -58,1 
 3180| 100000       | 0,0113621       | 0,0053074     | 0,0060547     | -53,3 
 3181| 100000       | 0,0118288       | 0,0053451     | 0,0064837     | -54,8 
 3182| 100000       | 0,0116134       | 0,0048398     | 0,0067736     | -58,3 
 3183| 100000       | 0,0113849       | 0,0052313     | 0,0061536     | -54,1 
 3184| 100000       | 0,0115684       | 0,0050214     | 0,0065470     | -56,6 
 3185| 100000       | 0,0114657       | 0,0049583     | 0,0065074     | -56,8 
 3186| 100000       | 0,0113397       | 0,0049950     | 0,0063447     | -56,0 
 3187| 100000       | 0,0115172       | 0,0052355     | 0,0062817     | -54,5 
 3188| 100000       | 0,0115778       | 0,0094066     | 0,0021712     | -18,8 
 3189| 100000       | 0,0114757       | 0,0048076     | 0,0066681     | -58,1 
 3190| 100000       | 0,0113751       | 0,0050370     | 0,0063381     | -55,7 
 3191| 100000       | 0,0115211       | 0,0052440     | 0,0062771     | -54,5 
 3192| 100000       | 0,0115424       | 0,0048879     | 0,0066545     | -57,7 
 3193| 100000       | 0,0116229       | 0,0050104     | 0,0066125     | -56,9 
 3194| 100000       | 0,0118929       | 0,0049911     | 0,0069018     | -58,0 
 3195| 100000       | 0,0115337       | 0,0051554     | 0,0063783     | -55,3 
 3196| 100000       | 0,0115807       | 0,0051364     | 0,0064443     | -55,6 
 3197| 100000       | 0,0115264       | 0,0048443     | 0,0066821     | -58,0 
 3198| 100000       | 0,0085285       | 0,0034693     | 0,0050592     | -59,3 
 3199| 100000       | 0,0115710       | 0,0052420     | 0,0063290     | -54,7 
